initiator_weights,responder_weights,preference_conflict,minimax_selected,canonical_selected,minimum_total_selected,initiator_selected,responder_selected,minimax_maximum_regret,canonical_first_safe_maximum_regret,canonical_first_safe_fairness_gain,minimum_total_cost_maximum_regret,minimum_total_cost_fairness_gain,initiator_minimum_cost_maximum_regret,initiator_minimum_cost_fairness_gain,responder_minimum_cost_maximum_regret,responder_minimum_cost_fairness_gain
6000/1000/3000,5000/4000/1000,True,S01,S00,S01,S00,S02,0.0447368421052631578947368420,0.0783625730994152046783625731,0.0336257309941520467836257311,0.0447368421052631578947368420,0E-28,0.0783625730994152046783625731,0.0336257309941520467836257311,0.1192982456140350877192982456,0.0745614035087719298245614036
6000/1000/3000,5000/5000/0,True,S01,S00,S01,S00,S02,0.0447368421052631578947368420,0.1228070175438596491228070175,0.0780701754385964912280701755,0.0447368421052631578947368420,0E-28,0.1228070175438596491228070175,0.0780701754385964912280701755,0.1192982456140350877192982456,0.0745614035087719298245614036
6000/1000/3000,6000/0/4000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/1000/3000,6000/1000/3000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/1000/3000,6000/2000/2000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/1000/3000,6000/3000/1000,True,S00,S00,S00,S00,S01,0.0108187134502923976608187134,0.0108187134502923976608187134,0E-28,0.0108187134502923976608187134,0E-28,0.0108187134502923976608187134,0E-28,0.0447368421052631578947368420,0.0339181286549707602339181286
6000/1000/3000,6000/4000/0,True,S00,S00,S00,S00,S01,0.0385964912280701754385964913,0.0385964912280701754385964913,0E-28,0.0385964912280701754385964913,0E-28,0.0385964912280701754385964913,0E-28,0.0447368421052631578947368420,0.0061403508771929824561403507
6000/1000/3000,7000/0/3000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/1000/3000,7000/1000/2000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/1000/3000,7000/2000/1000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/1000/3000,7000/3000/0,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/1000/3000,8000/0/2000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/1000/3000,8000/1000/1000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/1000/3000,8000/2000/0,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/1000/3000,9000/0/1000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/1000/3000,9000/1000/0,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/1000/3000,10000/0/0,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,0/0/10000,True,S04,S00,S04,S00,S04,0.1923976608187134502923976608,0.8333333333333333333333333333,0.6409356725146198830409356725,0.1923976608187134502923976608,0E-28,0.8333333333333333333333333333,0.6409356725146198830409356725,0.1923976608187134502923976608,0E-28
6000/2000/2000,0/1000/9000,True,S04,S00,S04,S00,S04,0.1923976608187134502923976608,0.8388888888888888888888888889,0.6464912280701754385964912281,0.1923976608187134502923976608,0E-28,0.8388888888888888888888888889,0.6464912280701754385964912281,0.1923976608187134502923976608,0E-28
6000/2000/2000,0/2000/8000,True,S04,S00,S04,S00,S04,0.1923976608187134502923976608,0.8444444444444444444444444444,0.6520467836257309941520467836,0.1923976608187134502923976608,0E-28,0.8444444444444444444444444444,0.6520467836257309941520467836,0.1923976608187134502923976608,0E-28
6000/2000/2000,0/3000/7000,True,S04,S00,S04,S00,S04,0.1923976608187134502923976608,0.8500000000000000000000000000,0.6576023391812865497076023392,0.1923976608187134502923976608,0E-28,0.8500000000000000000000000000,0.6576023391812865497076023392,0.1923976608187134502923976608,0E-28
6000/2000/2000,0/4000/6000,True,S04,S00,S04,S00,S04,0.1923976608187134502923976608,0.8555555555555555555555555556,0.6631578947368421052631578948,0.1923976608187134502923976608,0E-28,0.8555555555555555555555555556,0.6631578947368421052631578948,0.1923976608187134502923976608,0E-28
6000/2000/2000,0/5000/5000,True,S04,S00,S04,S00,S04,0.1923976608187134502923976608,0.8611111111111111111111111110,0.6687134502923976608187134502,0.1923976608187134502923976608,0E-28,0.8611111111111111111111111110,0.6687134502923976608187134502,0.1923976608187134502923976608,0E-28
6000/2000/2000,0/6000/4000,True,S03,S00,S04,S00,S04,0.1777777777777777777777777778,0.8666666666666666666666666666,0.6888888888888888888888888888,0.1923976608187134502923976608,0.0146198830409356725146198830,0.8666666666666666666666666666,0.6888888888888888888888888888,0.1923976608187134502923976608,0.0146198830409356725146198830
6000/2000/2000,0/7000/3000,True,S03,S00,S04,S00,S04,0.1611111111111111111111111111,0.8722222222222222222222222222,0.7111111111111111111111111111,0.1923976608187134502923976608,0.0312865497076023391812865497,0.8722222222222222222222222222,0.7111111111111111111111111111,0.1923976608187134502923976608,0.0312865497076023391812865497
6000/2000/2000,0/8000/2000,True,S03,S00,S04,S00,S04,0.1444444444444444444444444444,0.8777777777777777777777777778,0.7333333333333333333333333334,0.1923976608187134502923976608,0.0479532163742690058479532164,0.8777777777777777777777777778,0.7333333333333333333333333334,0.1923976608187134502923976608,0.0479532163742690058479532164
6000/2000/2000,0/9000/1000,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.8833333333333333333333333333,0.7394736842105263157894736842,0.1923976608187134502923976608,0.0485380116959064327485380117,0.8833333333333333333333333333,0.7394736842105263157894736842,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,0/10000/0,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.8888888888888888888888888889,0.7450292397660818713450292398,0.1923976608187134502923976608,0.0485380116959064327485380117,0.8888888888888888888888888889,0.7450292397660818713450292398,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,1000/0/9000,True,S04,S00,S04,S00,S04,0.1923976608187134502923976608,0.6605263157894736842105263158,0.4681286549707602339181286550,0.1923976608187134502923976608,0E-28,0.6605263157894736842105263158,0.4681286549707602339181286550,0.1923976608187134502923976608,0E-28
6000/2000/2000,1000/1000/8000,True,S04,S00,S04,S00,S04,0.1923976608187134502923976608,0.6660818713450292397660818713,0.4736842105263157894736842105,0.1923976608187134502923976608,0E-28,0.6660818713450292397660818713,0.4736842105263157894736842105,0.1923976608187134502923976608,0E-28
6000/2000/2000,1000/2000/7000,True,S04,S00,S04,S00,S04,0.1923976608187134502923976608,0.6716374269005847953216374269,0.4792397660818713450292397661,0.1923976608187134502923976608,0E-28,0.6716374269005847953216374269,0.4792397660818713450292397661,0.1923976608187134502923976608,0E-28
6000/2000/2000,1000/3000/6000,True,S03,S00,S04,S00,S04,0.1789473684210526315789473685,0.6771929824561403508771929825,0.4982456140350877192982456140,0.1923976608187134502923976608,0.0134502923976608187134502923,0.6771929824561403508771929825,0.4982456140350877192982456140,0.1923976608187134502923976608,0.0134502923976608187134502923
6000/2000/2000,1000/4000/5000,True,S03,S00,S04,S00,S04,0.1622807017543859649122807018,0.6827485380116959064327485380,0.5204678362573099415204678362,0.1923976608187134502923976608,0.0301169590643274853801169590,0.6827485380116959064327485380,0.5204678362573099415204678362,0.1923976608187134502923976608,0.0301169590643274853801169590
6000/2000/2000,1000/5000/4000,True,S03,S00,S04,S00,S04,0.1456140350877192982456140351,0.6883040935672514619883040935,0.5426900584795321637426900584,0.1923976608187134502923976608,0.0467836257309941520467836257,0.6883040935672514619883040935,0.5426900584795321637426900584,0.1923976608187134502923976608,0.0467836257309941520467836257
6000/2000/2000,1000/6000/3000,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.6938596491228070175438596491,0.5500000000000000000000000000,0.1923976608187134502923976608,0.0485380116959064327485380117,0.6938596491228070175438596491,0.5500000000000000000000000000,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,1000/7000/2000,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.6994152046783625730994152047,0.5555555555555555555555555556,0.1923976608187134502923976608,0.0485380116959064327485380117,0.6994152046783625730994152047,0.5555555555555555555555555556,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,1000/8000/1000,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.7049707602339181286549707602,0.5611111111111111111111111111,0.1923976608187134502923976608,0.0485380116959064327485380117,0.7049707602339181286549707602,0.5611111111111111111111111111,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,1000/9000/0,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.7105263157894736842105263158,0.5666666666666666666666666667,0.1923976608187134502923976608,0.0485380116959064327485380117,0.7105263157894736842105263158,0.5666666666666666666666666667,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,2000/0/8000,True,S03,S00,S04,S00,S04,0.1801169590643274853801169591,0.4877192982456140350877192982,0.3076023391812865497076023391,0.1923976608187134502923976608,0.0122807017543859649122807017,0.4877192982456140350877192982,0.3076023391812865497076023391,0.1923976608187134502923976608,0.0122807017543859649122807017
6000/2000/2000,2000/1000/7000,True,S03,S00,S04,S00,S04,0.1634502923976608187134502925,0.4932748538011695906432748538,0.3298245614035087719298245613,0.1923976608187134502923976608,0.0289473684210526315789473683,0.4932748538011695906432748538,0.3298245614035087719298245613,0.1923976608187134502923976608,0.0289473684210526315789473683
6000/2000/2000,2000/2000/6000,True,S03,S00,S04,S00,S04,0.1467836257309941520467836258,0.4988304093567251461988304094,0.3520467836257309941520467836,0.1923976608187134502923976608,0.0456140350877192982456140350,0.4988304093567251461988304094,0.3520467836257309941520467836,0.1923976608187134502923976608,0.0456140350877192982456140350
6000/2000/2000,2000/3000/5000,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.5043859649122807017543859649,0.3605263157894736842105263158,0.1923976608187134502923976608,0.0485380116959064327485380117,0.5043859649122807017543859649,0.3605263157894736842105263158,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,2000/4000/4000,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.5099415204678362573099415205,0.3660818713450292397660818714,0.1923976608187134502923976608,0.0485380116959064327485380117,0.5099415204678362573099415205,0.3660818713450292397660818714,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,2000/5000/3000,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.5154970760233918128654970760,0.3716374269005847953216374269,0.1923976608187134502923976608,0.0485380116959064327485380117,0.5154970760233918128654970760,0.3716374269005847953216374269,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,2000/6000/2000,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.5210526315789473684210526316,0.3771929824561403508771929825,0.1923976608187134502923976608,0.0485380116959064327485380117,0.5210526315789473684210526316,0.3771929824561403508771929825,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,2000/7000/1000,True,S02,S00,S04,S00,S04,0.1219298245614035087719298245,0.5266081871345029239766081871,0.4046783625730994152046783626,0.1923976608187134502923976608,0.0704678362573099415204678363,0.5266081871345029239766081871,0.4046783625730994152046783626,0.1923976608187134502923976608,0.0704678362573099415204678363
6000/2000/2000,2000/8000/0,True,S02,S00,S02,S00,S04,0.0830409356725146198830409357,0.5321637426900584795321637427,0.4491228070175438596491228070,0.0830409356725146198830409357,0E-28,0.5321637426900584795321637427,0.4491228070175438596491228070,0.1923976608187134502923976608,0.1093567251461988304093567251
6000/2000/2000,3000/0/7000,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.3149122807017543859649122807,0.1710526315789473684210526316,0.1923976608187134502923976608,0.0485380116959064327485380117,0.3149122807017543859649122807,0.1710526315789473684210526316,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,3000/1000/6000,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.3204678362573099415204678363,0.1766081871345029239766081872,0.1923976608187134502923976608,0.0485380116959064327485380117,0.3204678362573099415204678363,0.1766081871345029239766081872,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,3000/2000/5000,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.3260233918128654970760233918,0.1821637426900584795321637427,0.1923976608187134502923976608,0.0485380116959064327485380117,0.3260233918128654970760233918,0.1821637426900584795321637427,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,3000/3000/4000,True,S03,S00,S04,S00,S04,0.1438596491228070175438596491,0.3315789473684210526315789474,0.1877192982456140350877192983,0.1923976608187134502923976608,0.0485380116959064327485380117,0.3315789473684210526315789474,0.1877192982456140350877192983,0.1923976608187134502923976608,0.0485380116959064327485380117
6000/2000/2000,3000/4000/3000,True,S02,S00,S04,S00,S04,0.1301169590643274853801169591,0.3371345029239766081871345030,0.2070175438596491228070175439,0.1923976608187134502923976608,0.0622807017543859649122807017,0.3371345029239766081871345030,0.2070175438596491228070175439,0.1923976608187134502923976608,0.0622807017543859649122807017
6000/2000/2000,3000/5000/2000,True,S02,S00,S02,S00,S04,0.0912280701754385964912280702,0.3426900584795321637426900585,0.2514619883040935672514619883,0.0912280701754385964912280702,0E-28,0.3426900584795321637426900585,0.2514619883040935672514619883,0.1923976608187134502923976608,0.1011695906432748538011695906
6000/2000/2000,3000/6000/1000,True,S02,S00,S02,S00,S04,0.0748538011695906432748538011,0.3482456140350877192982456140,0.2733918128654970760233918129,0.0748538011695906432748538011,0E-28,0.3482456140350877192982456140,0.2733918128654970760233918129,0.1923976608187134502923976608,0.1175438596491228070175438597
6000/2000/2000,3000/7000/0,True,S02,S00,S02,S00,S04,0.0748538011695906432748538011,0.3538011695906432748538011696,0.2789473684210526315789473685,0.0748538011695906432748538011,0E-28,0.3538011695906432748538011696,0.2789473684210526315789473685,0.1923976608187134502923976608,0.1175438596491228070175438597
6000/2000/2000,4000/0/6000,True,S00,S00,S00,S00,S04,0.1421052631578947368421052632,0.1421052631578947368421052632,0E-28,0.1421052631578947368421052632,0E-28,0.1421052631578947368421052632,0E-28,0.1923976608187134502923976608,0.0502923976608187134502923976
6000/2000/2000,4000/1000/5000,True,S02,S00,S00,S00,S04,0.1383040935672514619883040936,0.1476608187134502923976608187,0.0093567251461988304093567251,0.1476608187134502923976608187,0.0093567251461988304093567251,0.1476608187134502923976608187,0.0093567251461988304093567251,0.1923976608187134502923976608,0.0540935672514619883040935672
6000/2000/2000,4000/2000/4000,True,S02,S00,S01,S00,S04,0.0994152046783625730994152046,0.1532163742690058479532163743,0.0538011695906432748538011697,0.1274853801169590643274853801,0.0280701754385964912280701755,0.1532163742690058479532163743,0.0538011695906432748538011697,0.1923976608187134502923976608,0.0929824561403508771929824562
6000/2000/2000,4000/3000/3000,True,S02,S00,S01,S00,S04,0.0748538011695906432748538011,0.1587719298245614035087719299,0.0839181286549707602339181288,0.1052631578947368421052631579,0.0304093567251461988304093568,0.1587719298245614035087719299,0.0839181286549707602339181288,0.1923976608187134502923976608,0.1175438596491228070175438597
6000/2000/2000,4000/4000/2000,True,S02,S00,S02,S00,S04,0.0748538011695906432748538011,0.1643274853801169590643274855,0.0894736842105263157894736844,0.0748538011695906432748538011,0E-28,0.1643274853801169590643274855,0.0894736842105263157894736844,0.1923976608187134502923976608,0.1175438596491228070175438597
6000/2000/2000,4000/5000/1000,True,S02,S00,S02,S00,S02,0.0748538011695906432748538011,0.1871345029239766081871345029,0.1122807017543859649122807018,0.0748538011695906432748538011,0E-28,0.1871345029239766081871345029,0.1122807017543859649122807018,0.0748538011695906432748538011,0E-28
6000/2000/2000,4000/6000/0,True,S02,S00,S02,S00,S02,0.0748538011695906432748538011,0.2315789473684210526315789474,0.1567251461988304093567251463,0.0748538011695906432748538011,0E-28,0.2315789473684210526315789474,0.1567251461988304093567251463,0.0748538011695906432748538011,0E-28
6000/2000/2000,5000/0/5000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,5000/1000/4000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,5000/2000/3000,True,S00,S00,S00,S00,S01,0.0043859649122807017543859650,0.0043859649122807017543859650,0E-28,0.0043859649122807017543859650,0E-28,0.0043859649122807017543859650,0E-28,0.0169590643274853801169590643,0.0125730994152046783625730993
6000/2000/2000,5000/3000/2000,True,S01,S00,S01,S00,S02,0.0169590643274853801169590643,0.0339181286549707602339181287,0.0169590643274853801169590644,0.0169590643274853801169590643,0E-28,0.0339181286549707602339181287,0.0169590643274853801169590644,0.0748538011695906432748538011,0.0578947368421052631578947368
6000/2000/2000,5000/4000/1000,True,S01,S00,S01,S00,S02,0.0184210526315789473684210526,0.0783625730994152046783625731,0.0599415204678362573099415205,0.0184210526315789473684210526,0E-28,0.0783625730994152046783625731,0.0599415204678362573099415205,0.0748538011695906432748538011,0.0564327485380116959064327485
6000/2000/2000,5000/5000/0,True,S01,S00,S01,S00,S02,0.0350877192982456140350877193,0.1228070175438596491228070175,0.0877192982456140350877192982,0.0350877192982456140350877193,0E-28,0.1228070175438596491228070175,0.0877192982456140350877192982,0.0748538011695906432748538011,0.0397660818713450292397660818
6000/2000/2000,6000/0/4000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,6000/1000/3000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,6000/2000/2000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,6000/3000/1000,True,S00,S00,S00,S00,S01,0.0108187134502923976608187134,0.0108187134502923976608187134,0E-28,0.0108187134502923976608187134,0E-28,0.0108187134502923976608187134,0E-28,0.0169590643274853801169590643,0.0061403508771929824561403509
6000/2000/2000,6000/4000/0,True,S01,S00,S01,S00,S01,0.0169590643274853801169590643,0.0385964912280701754385964913,0.0216374269005847953216374270,0.0169590643274853801169590643,0E-28,0.0385964912280701754385964913,0.0216374269005847953216374270,0.0169590643274853801169590643,0E-28
6000/2000/2000,7000/0/3000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,7000/1000/2000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,7000/2000/1000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,7000/3000/0,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,8000/0/2000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,8000/1000/1000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,8000/2000/0,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,9000/0/1000,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,9000/1000/0,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/2000/2000,10000/0/0,False,S00,S00,S00,S00,S00,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
6000/3000/1000,0/0/10000,True,S04,S00,S04,S01,S04,0.1976608187134502923976608187,0.8333333333333333333333333333,0.6356725146198830409356725146,0.1976608187134502923976608187,0E-28,0.7777777777777777777777777778,0.5801169590643274853801169591,0.1976608187134502923976608187,0E-28
6000/3000/1000,0/1000/9000,True,S04,S00,S04,S01,S04,0.1976608187134502923976608187,0.8388888888888888888888888889,0.6412280701754385964912280702,0.1976608187134502923976608187,0E-28,0.7555555555555555555555555556,0.5578947368421052631578947369,0.1976608187134502923976608187,0E-28
6000/3000/1000,0/2000/8000,True,S04,S00,S04,S01,S04,0.1976608187134502923976608187,0.8444444444444444444444444444,0.6467836257309941520467836257,0.1976608187134502923976608187,0E-28,0.7333333333333333333333333333,0.5356725146198830409356725146,0.1976608187134502923976608187,0E-28
6000/3000/1000,0/3000/7000,True,S04,S00,S04,S01,S04,0.1976608187134502923976608187,0.8500000000000000000000000000,0.6523391812865497076023391813,0.1976608187134502923976608187,0E-28,0.7111111111111111111111111112,0.5134502923976608187134502925,0.1976608187134502923976608187,0E-28
6000/3000/1000,0/4000/6000,True,S04,S00,S04,S01,S04,0.1976608187134502923976608187,0.8555555555555555555555555556,0.6578947368421052631578947369,0.1976608187134502923976608187,0E-28,0.6888888888888888888888888889,0.4912280701754385964912280702,0.1976608187134502923976608187,0E-28
6000/3000/1000,0/5000/5000,True,S03,S00,S04,S01,S04,0.1944444444444444444444444444,0.8611111111111111111111111110,0.6666666666666666666666666666,0.1976608187134502923976608187,0.0032163742690058479532163743,0.6666666666666666666666666667,0.4722222222222222222222222223,0.1976608187134502923976608187,0.0032163742690058479532163743
6000/3000/1000,0/6000/4000,True,S03,S00,S04,S01,S04,0.1777777777777777777777777778,0.8666666666666666666666666666,0.6888888888888888888888888888,0.1976608187134502923976608187,0.0198830409356725146198830409,0.6444444444444444444444444445,0.4666666666666666666666666667,0.1976608187134502923976608187,0.0198830409356725146198830409
6000/3000/1000,0/7000/3000,True,S03,S00,S04,S01,S04,0.1611111111111111111111111111,0.8722222222222222222222222222,0.7111111111111111111111111111,0.1976608187134502923976608187,0.0365497076023391812865497076,0.6222222222222222222222222222,0.4611111111111111111111111111,0.1976608187134502923976608187,0.0365497076023391812865497076
6000/3000/1000,0/8000/2000,True,S03,S00,S04,S01,S04,0.1444444444444444444444444444,0.8777777777777777777777777778,0.7333333333333333333333333334,0.1976608187134502923976608187,0.0532163742690058479532163743,0.6000000000000000000000000001,0.4555555555555555555555555557,0.1976608187134502923976608187,0.0532163742690058479532163743
6000/3000/1000,0/9000/1000,True,S03,S00,S04,S01,S04,0.1324561403508771929824561403,0.8833333333333333333333333333,0.7508771929824561403508771930,0.1976608187134502923976608187,0.0652046783625730994152046784,0.5777777777777777777777777778,0.4453216374269005847953216375,0.1976608187134502923976608187,0.0652046783625730994152046784
6000/3000/1000,0/10000/0,True,S03,S00,S04,S01,S04,0.1324561403508771929824561403,0.8888888888888888888888888889,0.7564327485380116959064327486,0.1976608187134502923976608187,0.0652046783625730994152046784,0.5555555555555555555555555556,0.4230994152046783625730994153,0.1976608187134502923976608187,0.0652046783625730994152046784
6000/3000/1000,1000/0/9000,True,S04,S00,S04,S01,S04,0.1976608187134502923976608187,0.6605263157894736842105263158,0.4628654970760233918128654971,0.1976608187134502923976608187,0E-28,0.6263157894736842105263157895,0.4286549707602339181286549708,0.1976608187134502923976608187,0E-28
6000/3000/1000,1000/1000/8000,True,S04,S00,S04,S01,S04,0.1976608187134502923976608187,0.6660818713450292397660818713,0.4684210526315789473684210526,0.1976608187134502923976608187,0E-28,0.6040935672514619883040935672,0.4064327485380116959064327485,0.1976608187134502923976608187,0E-28
6000/3000/1000,1000/2000/7000,True,S03,S00,S04,S01,S04,0.1956140350877192982456140352,0.6716374269005847953216374269,0.4760233918128654970760233917,0.1976608187134502923976608187,0.0020467836257309941520467835,0.5818713450292397660818713451,0.3862573099415204678362573099,0.1976608187134502923976608187,0.0020467836257309941520467835
6000/3000/1000,1000/3000/6000,True,S03,S00,S04,S01,S04,0.1789473684210526315789473685,0.6771929824561403508771929825,0.4982456140350877192982456140,0.1976608187134502923976608187,0.0187134502923976608187134502,0.5596491228070175438596491229,0.3807017543859649122807017544,0.1976608187134502923976608187,0.0187134502923976608187134502
6000/3000/1000,1000/4000/5000,True,S03,S00,S04,S01,S04,0.1622807017543859649122807018,0.6827485380116959064327485380,0.5204678362573099415204678362,0.1976608187134502923976608187,0.0353801169590643274853801169,0.5374269005847953216374269006,0.3751461988304093567251461988,0.1976608187134502923976608187,0.0353801169590643274853801169
6000/3000/1000,1000/5000/4000,True,S03,S00,S04,S01,S04,0.1456140350877192982456140351,0.6883040935672514619883040935,0.5426900584795321637426900584,0.1976608187134502923976608187,0.0520467836257309941520467836,0.5152046783625730994152046784,0.3695906432748538011695906433,0.1976608187134502923976608187,0.0520467836257309941520467836
6000/3000/1000,1000/6000/3000,True,S03,S00,S04,S01,S04,0.1324561403508771929824561403,0.6938596491228070175438596491,0.5614035087719298245614035088,0.1976608187134502923976608187,0.0652046783625730994152046784,0.4929824561403508771929824562,0.3605263157894736842105263159,0.1976608187134502923976608187,0.0652046783625730994152046784
6000/3000/1000,1000/7000/2000,True,S03,S00,S04,S01,S04,0.1324561403508771929824561403,0.6994152046783625730994152047,0.5669590643274853801169590644,0.1976608187134502923976608187,0.0652046783625730994152046784,0.4707602339181286549707602340,0.3383040935672514619883040937,0.1976608187134502923976608187,0.0652046783625730994152046784
6000/3000/1000,1000/8000/1000,True,S03,S00,S04,S01,S04,0.1324561403508771929824561403,0.7049707602339181286549707602,0.5725146198830409356725146199,0.1976608187134502923976608187,0.0652046783625730994152046784,0.4485380116959064327485380118,0.3160818713450292397660818715,0.1976608187134502923976608187,0.0652046783625730994152046784
6000/3000/1000,1000/9000/0,True,S03,S00,S02,S01,S04,0.1324561403508771929824561403,0.7105263157894736842105263158,0.5780701754385964912280701755,0.1526315789473684210526315790,0.0201754385964912280701754387,0.4263157894736842105263157895,0.2938596491228070175438596492,0.1976608187134502923976608187,0.0652046783625730994152046784
6000/3000/1000,2000/0/8000,True,S03,S00,S04,S01,S04,0.1801169590643274853801169591,0.4877192982456140350877192982,0.3076023391812865497076023391,0.1976608187134502923976608187,0.0175438596491228070175438596,0.4748538011695906432748538012,0.2947368421052631578947368421,0.1976608187134502923976608187,0.0175438596491228070175438596
6000/3000/1000,2000/1000/7000,True,S03,S00,S04,S01,S04,0.1634502923976608187134502925,0.4932748538011695906432748538,0.3298245614035087719298245613,0.1976608187134502923976608187,0.0342105263157894736842105262,0.4526315789473684210526315790,0.2891812865497076023391812865,0.1976608187134502923976608187,0.0342105263157894736842105262
6000/3000/1000,2000/2000/6000,True,S03,S00,S04,S01,S04,0.1467836257309941520467836258,0.4988304093567251461988304094,0.3520467836257309941520467836,0.1976608187134502923976608187,0.0508771929824561403508771929,0.4304093567251461988304093568,0.2836257309941520467836257310,0.1976608187134502923976608187,0.0508771929824561403508771929
